pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_id,sy_snum,sy_pnum,sy_mnum,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmax,pl_rade,pl_radeerr1,pl_radeerr2,pl_rade,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_radj,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccen,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,st_spectype,st_age,st_ageerr1,st_ageerr2,st_met,st_meterr1,st_meterr2,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_teff,st_tefferr1,st_tefferr2,st_teff,st_rad,st_raderr1,st_raderr2,st_rad,st_mass,st_masserr1,st_masserr2,st_mass,st_vsin,st_vsinerr1,st_vsinerr2,st_vsin,st_rotp,st_rotperr1,st_rotperr2,st_rotp,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_snum,sy_pnum,sy_mnum
"TOI-4600 b","b","TOI-4600",,,"TIC 232608943","Gaia DR2 1631416599805196544",1,2,0,0,0,0,1,0,0,0,0,0,0,0.349000,0.021000,-0.021000,0.349000,6.800,0.310,-0.300,6.800,959.84179,,,0.607,0.028,-0.026,0.607,3.02000,,,"Mass",0.250000,0.330000,-0.170000,0.250000,82.68690000,0.00030000,-0.00030000,89.760,0.140,-0.100,"K V",2.300,2.800,-1.600,0.160,0.080,-0.080,"[Fe/H]",-0.377,0.020,-0.021,5170.00,120.00,-120.00,5170.00,0.81,0.03,-0.03,0.81,0.89,0.05,-0.05,0.89,2.5000,1.3000,-1.3000,2.5000,,,,,216.0560000,1.1700000,-1.1590000,12.5770000,0.0340000,-0.0340000,10.5710000,0.0180000,-0.0180000,1,2,0
"WASP-82 b","b","WASP-82",,,"TIC 452808876","Gaia DR2 3231856379348299008",1,1,0,1,0,0,1,0,0,0,0,0,0,0.044700,0.000700,-0.000700,0.044700,18.159,1.457,-1.457,18.159,371.86110,63.56600,-63.56600,1.620,0.130,-0.130,1.620,1.17000,0.20000,-0.20000,"Mass",0.000000,,,0.000000,2.70579000,0.00000200,-0.00000200,87.900,1.650,-1.650,"F5",,,,0.120,,,"[Fe/H]",0.794,0.007,-0.007,6480.00,90.00,-90.00,6480.00,2.10,0.16,-0.16,2.10,1.48,0.37,-0.37,1.48,2.6000,0.9000,-0.9000,2.6000,,,,,275.6640000,3.1220000,-3.0550000,10.0730000,0.0050000,-0.0050000,8.7590000,0.0230000,-0.0230000,1,1,0
"WASP-84 c","c","WASP-84",,,"TIC 350293646","Gaia DR2 3078836109158636928",1,2,0,1,0,0,1,0,0,0,0,0,0,0.023590,0.001000,-0.001000,0.023590,1.950,0.120,-0.120,1.950,15.20000,4.50000,-4.20000,0.174,0.011,-0.011,0.174,0.04800,0.01400,-0.01300,"Mass",,,,,1.44688490,0.00000220,-0.00000160,83.200,0.510,-0.490,"K0",2.100,1.600,-1.600,0.100,0.100,-0.100,"[M/H]",-0.325,0.003,-0.003,5238.00,104.52,-104.52,5238.00,0.77,0.02,-0.02,0.77,0.85,0.04,-0.04,0.85,2.5580,0.0830,-0.0830,2.5580,14.36,0.35,-0.35,14.36,100.5880000,0.4890000,-0.4840000,10.8250000,0.0110000,-0.0110000,8.8550000,0.0230000,-0.0230000,1,2,0
"WASP-90 b","b","WASP-90",,,"TIC 459730973","Gaia DR2 1737061349198867456",1,1,0,1,0,0,1,0,0,0,0,0,0,0.056200,0.001200,-0.001200,0.056200,18.271,1.009,-1.009,18.271,200.23290,22.24810,-22.24810,1.630,0.090,-0.090,1.630,0.63000,0.07000,-0.07000,"Mass",0.000000,,,0.000000,3.91624300,0.00000300,-0.00000300,82.100,0.400,-0.400,"F6",4.400,8.400,-2.400,0.110,0.140,-0.140,"[Fe/H]",0.630,0.021,-0.022,6430.00,130.00,-130.00,6430.00,1.98,0.09,-0.09,1.98,1.55,0.10,-0.10,1.55,6.0000,0.5000,-0.5000,6.0000,,,,,466.4330000,19.9280000,-18.3840000,11.6180000,0.0340000,-0.0340000,10.2480000,0.0230000,-0.0230000,1,1,0
"WASP-73 b","b","WASP-73","HD 202678",,"TIC 231670397","Gaia DR2 6453566701615683456",1,1,0,1,0,0,1,0,0,0,0,0,0,0.055120,0.000600,-0.000530,0.055120,15.917,2.466,-2.466,15.917,908.99380,292.40360,-292.40360,1.420,0.220,-0.220,1.420,2.86000,0.92000,-0.92000,"Mass",0.000000,,,0.000000,4.08722000,0.00022000,-0.00022000,87.400,2.100,-2.100,"F9",4.300,1.500,-1.500,0.140,,,"[Fe/H]",0.795,0.017,-0.022,6030.00,120.00,-120.00,6030.00,2.55,0.38,-0.38,2.55,2.52,1.22,-1.22,2.52,6.1000,0.6000,-0.6000,6.1000,,,,,316.6780000,2.9930000,-2.9380000,10.4680000,0.0060000,-0.0060000,9.0280000,0.0210000,-0.0210000,1,1,0
"XO-5 b","b","XO-5",,,"TIC 9155187","Gaia DR2 920308932010648448",1,1,0,1,0,0,1,0,0,0,0,0,0,0.051500,0.000500,-0.000500,0.051500,12.780,0.340,-0.340,12.780,378.20000,9.53000,-9.53000,1.140,0.030,-0.030,1.140,1.19000,0.03000,-0.03000,"Mass",0.000000,,,0.000000,4.18775580,0.00000060,-0.00000060,86.800,0.200,-0.200,"G8 V",8.500,0.800,-0.800,0.050,0.060,-0.060,"[Fe/H]",-0.060,0.040,-0.040,5430.00,70.00,-70.00,5430.00,1.13,0.03,-0.03,1.13,1.04,0.03,-0.03,1.04,0.7000,0.5000,-0.5000,0.7000,,,,,276.2110000,3.9190000,-3.8120000,12.1980000,0.0920000,-0.0920000,10.3450000,0.0180000,-0.0180000,1,1,0
"TOI-1806.01","b","TOI-1806",,,"TIC 166648874","Gaia DR2 733540939112687104",1,1,0,0,0,0,1,0,0,0,0,0,0,0.087735,,,0.087735,3.410,0.351,-0.351,3.410,11.50000,,,0.304,0.031,-0.031,0.304,0.03620,,,"M-R relationship",,,,,15.14546930,,,,,,,,,,,,,,-1.779,0.098,-0.127,3272.00,,,3272.00,0.40,,,0.40,0.39,,,0.39,,,,,,,,,55.5211000,0.2006000,-0.1992000,15.1930000,0.1340000,-0.1340000,10.0160000,0.0180000,-0.0180000,1,1,0
"LHS 475 b","b","LHS 475",,,"TIC 369327947","Gaia DR2 6347643496607835520",1,1,0,0,0,0,1,0,0,0,0,0,0,0.020370,0.000370,-0.000370,0.020370,0.991,0.050,-0.050,0.991,0.94100,,,0.088,0.004,-0.004,0.088,0.00296,,,"M-R relationship",0.000000,,,0.000000,2.02908800,0.00000600,-0.00000600,87.194,0.141,-0.137,"M3.5 V",,,,,,,,-2.064,0.019,-0.020,3300.00,80.00,-30.00,3300.00,0.28,0.00,-0.00,0.28,0.26,,,0.26,,,,,79.32,,,79.32,12.4814000,0.0065000,-0.0065000,13.0000000,0.2000000,-0.2000000,7.6860000,0.0420000,-0.0420000,1,1,0
"TOI-1759 b","b","TOI-1759",,,"TIC 408636441","Gaia DR2 2216420110788943744",1,1,0,1,0,0,1,0,0,0,0,0,0,0.117700,0.003800,-0.003800,0.117700,3.140,0.100,-0.100,3.140,10.80000,1.50000,-1.50000,0.280,0.009,-0.009,0.280,0.03398,0.00472,-0.00472,"Mass",0.000000,,,0.000000,18.85019000,0.00013000,-0.00013000,89.720,0.130,-0.130,"M0.0 V",5.000,3.000,-4.000,0.050,0.160,-0.160,"[Fe/H]",-1.057,0.003,-0.003,4065.00,51.00,-51.00,4065.00,0.60,0.02,-0.02,0.60,0.61,0.02,-0.02,0.61,2.0000,,,2.0000,35.65,0.17,-0.15,35.65,40.0654000,0.0423000,-0.0423000,11.9300000,0.1000000,-0.1000000,7.9300000,0.0200000,-0.0200000,1,1,0
"TOI-1723 b","b","TOI-1723",,,"TIC 71431780","Gaia DR2 1096515188009314688",1,1,0,1,0,0,1,0,0,0,0,0,0,0.114000,0.002000,-0.002000,0.114000,3.292,0.143,-0.128,3.292,10.40000,5.20000,-4.80000,0.294,0.013,-0.011,0.294,0.03272,0.01636,-0.01510,"Mass",0.000000,,,0.000000,13.72641000,0.00046000,-0.00046000,,,,,4.800,1.900,-1.800,0.159,0.050,-0.055,"[Fe/H]",0.064,0.026,-0.027,5743.00,82.00,-80.00,5743.00,1.09,0.02,-0.02,1.09,1.04,0.04,-0.04,1.04,,,,,,,,,100.7270000,0.2920000,-0.2910000,9.6640000,0.0030000,-0.0030000,8.1330000,0.0310000,-0.0310000,1,1,0
"K2-158 c","c","K2-158",,,"TIC 35021200","Gaia DR2 3596003497911958528",1,2,0,0,0,0,1,0,0,0,0,0,0,0.062200,0.000600,-0.000600,0.062200,1.280,0.130,-0.100,1.280,2.18000,,,0.114,0.012,-0.009,0.114,0.00687,,,"M-R relationship",,,,,5.90279000,0.00191000,-0.00233000,,,,,,,,0.070,0.070,-0.070,"[Fe/H]",-0.163,0.006,-0.006,5503.00,51.00,-48.00,5503.00,0.95,0.02,-0.02,0.95,0.92,0.03,-0.02,0.92,,,,,,,,,197.2990000,2.0610000,-2.0200000,11.7740000,0.0240000,-0.0240000,9.9740000,0.0210000,-0.0210000,1,2,0
"HR 5183 b","b","HR 5183","HD 120066","HIP 67246","TIC 379117362","Gaia DR2 3721126409323324416",2,1,0,1,0,0,0,1,0,0,0,0,0,18.000000,6.000000,-4.000000,18.000000,13.100,,,13.100,1052.01203,50.85255,-38.13941,1.170,,,1.170,3.31000,0.16000,-0.12000,"Mass",0.840000,0.040000,-0.040000,0.840000,27000.00000000,16000.00000000,-8000.00000000,80.300,6.700,-9.400,"G0 V",7.700,1.400,-1.200,0.100,0.060,-0.060,"[Fe/H]",0.397,0.001,-0.001,5794.00,100.00,-100.00,5794.00,1.53,0.06,-0.05,1.53,1.07,0.04,-0.04,1.07,3.0000,1.0000,-1.0000,3.0000,,,,,31.4607000,0.0390000,-0.0389000,6.3343200,0.0230000,-0.0230000,4.8510000,0.0210000,-0.0210000,2,1,0
"K2-219 d","d","K2-219",,,"TIC 266014079","Gaia DR2 2581741400387500544",1,3,0,0,0,0,1,0,0,0,0,0,0,,,,,2.576,0.357,-0.323,2.576,7.16000,,,0.230,0.032,-0.029,0.230,0.02250,,,"M-R relationship",,,,,11.13727800,0.00080800,-0.00078600,88.287,1.201,-2.037,,,,,0.130,0.080,-0.080,"[Fe/H]",0.151,0.009,-0.009,5753.00,50.00,-50.00,5753.00,1.19,0.16,-0.14,1.19,1.02,0.03,-0.03,1.02,,,,,,,,,325.4000000,4.8420000,-4.7050000,12.0900000,0.0340000,-0.0340000,10.4240000,0.0210000,-0.0210000,1,3,0
"K2-211 b","b","K2-211",,,"TIC 399731211","Gaia DR2 2559203924574351616",1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,1.300,0.200,-0.200,1.300,2.24000,,,0.116,0.018,-0.018,0.116,0.00705,,,"M-R relationship",,,,,0.66953200,0.00001900,-0.00001900,89.600,10.000,-10.000,,,,,-0.040,0.030,-0.030,"[Fe/H]",-0.386,0.010,-0.010,5360.00,51.00,-51.00,5360.00,0.79,0.08,-0.08,0.79,0.88,0.02,-0.03,0.88,,,,,,,,,272.2970000,4.1790000,-4.0570000,13.1547000,0.0459000,-0.0459000,11.1040000,0.0240000,-0.0240000,1,1,0
"K2-189 b","b","K2-189",,,"TIC 422349881","Gaia DR2 3606343094804432128",1,2,0,0,0,0,1,0,0,0,0,0,0,0.036100,0.000400,-0.000400,0.036100,1.520,0.090,-0.090,1.520,2.92000,,,0.136,0.008,-0.008,0.136,0.00920,,,"M-R relationship",,,,,2.58830900,0.00022100,-0.00020700,88.113,1.351,-2.824,,,,,0.000,0.050,-0.050,"[Fe/H]",-0.239,0.005,-0.005,5519.00,67.00,-67.00,5519.00,0.87,0.01,-0.01,0.87,0.94,0.03,-0.03,0.94,,,,,,,,,242.1130000,1.9400000,-1.9100000,12.3980000,0.0330000,-0.0330000,10.5890000,0.0210000,-0.0210000,1,2,0
"KELT-8 b","b","KELT-8","HD 343246",,"TIC 358516596","Gaia DR2 4534144923690481408",1,1,0,1,0,0,1,0,0,0,0,0,0,0.045500,0.000830,-0.000880,0.045500,18.159,1.121,-1.121,18.159,209.76780,38.13960,-38.13960,1.620,0.100,-0.100,1.620,0.66000,0.12000,-0.12000,"Mass",0.040000,0.050000,-0.050000,0.040000,3.24406000,0.00016000,-0.00016000,82.650,0.900,-0.900,"G2 V",5.400,0.400,-0.500,0.270,,,"[Fe/H]",0.265,0.016,-0.023,5754.00,54.00,-54.00,5754.00,1.46,0.08,-0.08,1.46,0.81,0.21,-0.21,0.81,3.7000,1.5000,-1.5000,3.7000,,,,,197.5720000,1.0050000,-0.9950000,10.8450000,0.0060000,-0.0060000,9.1770000,0.0210000,-0.0210000,1,1,0
"KMT-2016-BLG-2397L b","b","KMT-2016-BLG-2397L",,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,3.640000,1.220000,-1.610000,3.640000,13.200,,,13.200,836.00000,375.00000,-391.00000,1.180,,,1.180,2.63000,1.18000,-1.23000,"Mass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.29,-0.30,0.64,,,,,,,,,4880.0000000,1650.0000000,-2180.0000000,,,,,,,1,1,0
"TOI-5678 b","b","TOI-5678",,,"TIC 209464063","Gaia DR2 5048310370810634624",1,1,0,1,0,0,1,0,0,0,0,0,0,0.249000,0.005000,-0.005000,0.249000,4.910,0.080,-0.080,4.910,20.00000,4.00000,-4.00000,0.438,0.007,-0.007,0.438,0.06293,0.01259,-0.01259,"Mass",0.140000,0.070000,-0.070000,0.140000,47.73022000,0.00014000,-0.00013000,89.830,0.110,-0.120,"G7 V",8.500,3.000,-3.000,0.000,0.010,-0.010,"[Fe/H]",-0.131,0.014,-0.015,5485.00,63.00,-63.00,5485.00,0.94,0.01,-0.01,0.94,0.91,0.04,-0.04,0.91,3.1000,1.0000,-1.0000,3.1000,,,,,165.3930000,0.7030000,-0.6980000,11.4380000,0.0120000,-0.0120000,9.5630000,0.0190000,-0.0190000,1,1,0
"TOI-125 c","c","TOI-125",,,"TIC 52368076","Gaia DR2 4698692744355471616",1,3,0,1,0,0,1,0,0,0,0,0,0,0.081400,0.001300,-0.001300,0.081400,2.759,0.100,-0.100,2.759,6.63000,0.99000,-0.99000,0.246,0.009,-0.009,0.246,0.02086,0.00311,-0.00311,"Mass",0.066000,0.070000,-0.047000,0.066000,9.15059000,0.00070000,-0.00082000,88.540,0.410,-0.190,"K0 V",6.800,4.400,-4.100,-0.020,0.030,-0.030,"[Fe/H]",-0.285,0.013,-0.014,5320.00,39.00,-39.00,5320.00,0.85,0.01,-0.01,0.85,0.86,0.04,-0.04,0.86,1.0000,0.5000,-0.5000,1.0000,,,,,111.0590000,0.4440000,-0.4400000,11.0230000,0.0080000,-0.0080000,8.9950000,0.0210000,-0.0210000,1,3,0
"OGLE-2018-BLG-1119L b","b","OGLE-2018-BLG-1119L",,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,4.060000,2.140000,-2.580000,4.060000,13.900,,,13.900,289.22385,209.76675,-165.27077,1.240,,,1.240,0.91000,0.66000,-0.52000,"Mass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.35,-0.28,0.48,,,,,,,,,5760.0000000,1430.0000000,-2480.0000000,,,,,,,1,1,0
"BD+20 2457 c","c","BD+20 2457",,,"TIC 95359428","Gaia DR2 625137162857354880",1,2,0,1,0,0,0,0,0,0,0,0,0,2.010000,,,2.010000,12.400,,,12.400,3963.17000,,,1.100,,,1.100,12.47000,,,"Msini",0.180000,0.060000,-0.060000,0.180000,621.99000000,10.20000000,-10.20000000,,,,"K2 II",,,,-1.000,0.070,-0.070,"[Fe/H]",3.170,,,4137.00,10.00,-10.00,4137.00,49.00,26.00,-26.00,49.00,2.80,1.50,-1.50,2.80,2.5000,,,2.5000,,,,,1539.7100000,189.9250000,-189.9250000,9.7430000,0.0080000,-0.0080000,6.4200000,0.0210000,-0.0210000,1,2,0
"TOI-2338 b","b","TOI-2338",,,"TIC 24358417","Gaia DR2 4822916912388338176",1,1,0,1,0,0,1,0,0,0,0,0,0,0.158000,0.003000,-0.003000,0.158000,11.209,0.224,-0.224,11.209,1900.61387,66.74397,-63.56568,1.000,0.020,-0.020,1.000,5.98000,0.21000,-0.20000,"Mass",0.676000,0.002000,-0.002000,0.676000,22.65398000,0.00002000,-0.00002000,89.520,0.020,-0.020,,7.000,2.000,-2.000,0.220,0.040,-0.040,"[Fe/H]",-0.013,0.018,-0.014,5581.00,60.00,-60.00,5581.00,1.05,0.01,-0.01,1.05,0.99,0.03,-0.02,0.99,2.5000,0.3000,-0.3000,2.5000,,,,,313.9960000,1.9800000,-1.9560000,12.4830000,0.0300000,-0.0300000,10.6640000,0.0250000,-0.0250000,1,1,0
"DMPP-2 b","b","DMPP-2","HD 11231","HIP 8501","TIC 32432767","Gaia DR2 5017319806652067072",1,1,0,1,0,0,0,0,0,0,0,0,0,0.066400,0.000500,-0.000500,0.066400,14.300,,,14.300,138.89171,9.53490,-18.75197,1.280,,,1.280,0.43700,0.03000,-0.05900,"Msini",0.078000,,,0.078000,5.20720000,0.00020000,-0.00550000,,,,"F5 V",2.000,0.300,-0.300,,,,,0.104,0.052,-0.058,6500.00,100.00,-100.00,6500.00,1.78,0.09,-0.09,1.78,1.44,0.03,-0.03,1.44,5.1000,1.0000,-1.0000,5.1000,,,,,137.9400000,0.6810000,-0.6750000,8.5700000,0.0300000,-0.0300000,7.4370000,0.0260000,-0.0260000,1,1,0
"CoRoT-24 c","c","CoRoT-24",,,"TIC 36105482","Gaia DR2 3105404467618982272",1,2,0,1,0,0,1,0,0,0,0,0,0,0.098000,0.003000,-0.003000,0.098000,5.000,0.500,-0.500,5.000,28.00000,11.00000,-11.00000,0.440,0.040,-0.040,0.440,0.08800,0.03500,-0.03500,"Mass",0.000000,,,0.000000,11.75900000,0.00630000,-0.00630000,89.000,1.000,-1.600,"K1 V",11.000,,,0.300,0.150,-0.150,"[Fe/H]",-0.601,0.025,-0.027,4950.00,150.00,-150.00,4950.00,0.86,0.09,-0.09,0.86,0.91,0.09,-0.09,0.91,2.0000,1.0000,-1.5000,2.0000,,,,,591.5550000,16.0430000,-15.2320000,15.3830000,0.1140000,-0.1140000,12.9240000,0.0240000,-0.0240000,1,2,0
"K2-155 d","d","K2-155",,,"TIC 17307715","Gaia DR2 145333927996558976",1,3,0,0,0,0,1,0,0,0,0,0,0,0.193700,0.006400,-0.005900,0.193700,1.900,0.700,-0.200,1.900,4.27000,,,0.170,0.062,-0.018,0.170,0.01340,,,"M-R relationship",,,,,40.71800000,0.00500000,-0.00500000,89.610,0.270,-0.480,"K7",,,,-0.300,0.200,-0.200,"[Fe/H]",-1.229,0.086,-0.108,4258.00,150.00,-150.00,4258.00,0.58,0.06,-0.03,0.58,0.65,0.06,-0.03,0.65,,,,,34.80,8.20,-8.20,34.80,72.7998000,0.2864000,-0.2841000,12.7730000,0.1140000,-0.1140000,9.4960000,0.0170000,-0.0170000,1,3,0
"KMT-2021-BLG-1554L b","b","KMT-2021-BLG-1554L",,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0.720000,0.130000,-0.140000,0.720000,6.900,,,6.900,38.13941,63.56568,-22.24799,0.616,,,0.616,0.12000,0.20000,-0.07000,"Mass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.13,-0.04,0.08,,,,,,,,,7680.0000000,1040.0000000,-1100.0000000,,,,,,,1,1,0
"HD 97048 b","b","HD 97048","HD 97048","HIP 54413","TIC 454291762","Gaia DR2 5201128124701636864",1,1,0,0,0,0,0,0,0,0,0,0,1,130.000000,,,130.000000,13.300,,,13.300,794.57500,158.91500,-158.91500,1.180,,,1.180,2.50000,0.50000,-0.50000,"Mass",,,,,,,,40.000,,,"Be9.5/AO",0.003,,,,,,,1.602,,,10000.00,,,10000.00,2.25,,,2.25,2.40,,,2.40,,,,,,,,,183.8570000,1.3310000,-1.3130000,8.4400000,0.0300000,-0.0300000,5.9410000,0.0290000,-0.0290000,1,1,0
"DH Tau b","b","DH Tau",,,"TIC 268148971","Gaia DR2 151374202498079872",1,1,0,0,0,0,0,0,0,0,0,1,0,330.000000,,,330.000000,30.264,8.967,-8.967,30.264,3496.00000,3178.00000,-953.00000,2.700,0.800,-0.800,2.700,11.00000,10.00000,-3.00000,"Mass",,,,,,,,,,,"M0.5",0.001,,,,,,,-0.212,,,4371.00,137.00,-137.00,4371.00,0.27,0.07,-0.07,0.27,0.33,,,0.33,,,,,,,,,134.8460000,1.2820000,-1.2580000,13.9800000,1.1330000,-1.1330000,8.1780010,0.0260000,-0.0260000,1,1,0
"DMPP-1 c","c","DMPP-1","HD 38677","HIP 27305","TIC 66560666","Gaia DR2 3011005587574818432",1,4,0,1,0,0,0,0,0,0,0,0,0,0.073300,0.000600,-0.000700,0.073300,3.060,,,3.060,9.60000,0.53000,-1.58000,0.273,,,0.273,0.03020,0.00167,-0.00497,"Msini",0.057000,,,0.057000,6.58400000,0.00300000,-0.00200000,,,,"F8 V",2.010,0.540,-0.540,,,,,0.320,0.002,-0.002,6196.00,29.00,-29.00,6196.00,1.26,0.02,-0.02,1.26,1.21,0.03,-0.03,1.21,3.4100,0.2400,-0.2400,3.4100,,,,,62.5388000,0.1782000,-0.1773000,7.9800000,0.0300000,-0.0300000,6.6900000,0.0240000,-0.0240000,1,4,0
"DMPP-1 d","d","DMPP-1","HD 38677","HIP 27305","TIC 66560666","Gaia DR2 3011005587574818432",1,4,0,1,0,0,0,0,0,0,0,0,0,0.042200,0.000400,-0.000300,0.042200,1.650,,,1.650,3.35000,0.38000,-0.34000,0.147,,,0.147,0.01054,0.00120,-0.00107,"Msini",0.070000,,,0.070000,2.88200000,0.00100000,-0.00100000,,,,"F8 V",2.010,0.540,-0.540,,,,,0.320,0.002,-0.002,6196.00,29.00,-29.00,6196.00,1.26,0.02,-0.02,1.26,1.21,0.03,-0.03,1.21,3.4100,0.2400,-0.2400,3.4100,,,,,62.5388000,0.1782000,-0.1773000,7.9800000,0.0300000,-0.0300000,6.6900000,0.0240000,-0.0240000,1,4,0
"BD+20 274 b","b","BD+20 274",,,"TIC 60923874","Gaia DR2 96530596864007552",1,1,0,1,0,0,0,0,0,0,0,0,0,1.300000,,,1.300000,13.000,,,13.000,1334.88600,,,1.160,,,1.160,4.20000,,,"Msini",0.210000,0.060000,-0.060000,0.210000,578.20000000,5.40000000,-5.40000000,,,,"K5 III",,,,-0.460,0.070,-0.070,"[Fe/H]",1.960,0.180,-0.180,4296.00,10.00,-10.00,4296.00,17.30,0.90,-0.90,17.30,0.80,0.20,-0.20,0.80,2.0000,1.5000,-1.5000,2.0000,,,,,1322.5100000,80.5350000,-80.5350000,9.3670000,0.0080000,-0.0080000,6.1690000,0.0270000,-0.0270000,1,1,0
"TOI-2669 b","b","TOI-2669",,,"TIC 348835438","Gaia DR2 5735664051960550144",1,1,0,1,0,0,1,0,0,0,0,0,0,,,,,19.728,1.793,-1.793,19.728,193.87533,60.38740,-60.38740,1.760,0.160,-0.160,1.760,0.61000,0.19000,-0.19000,"Mass",0.090000,0.050000,-0.050000,0.090000,6.20340000,0.00010000,-0.00010000,,,,,5.900,3.000,-3.000,0.100,0.060,-0.060,"[Fe/H]",0.906,,,4800.00,100.00,-100.00,4800.00,4.10,0.04,-0.04,4.10,1.19,0.16,-0.16,1.19,,,,,,,,,393.4430000,6.4570000,-6.2560000,10.9160000,0.0150000,-0.0150000,8.4920000,0.0230000,-0.0230000,1,1,0
"TOI-3976 A b","b","TOI-3976 A",,,"TIC 154293917","Gaia DR2 1585783740516554624",2,1,0,1,0,0,1,0,0,0,0,0,0,0.074300,0.001300,-0.001400,0.074300,12.274,0.404,-0.392,12.274,55.61997,11.75965,-11.44182,1.095,0.036,-0.035,1.095,0.17500,0.03700,-0.03600,"Mass",0.000000,,,0.000000,6.60766200,0.00001600,-0.00001500,87.280,0.390,-0.360,,3.800,1.500,-1.300,0.182,0.078,-0.079,"[Fe/H]",0.413,0.011,-0.012,5975.00,70.00,-69.00,5975.00,1.50,0.04,-0.04,1.50,1.25,0.07,-0.07,1.25,,,,,,,,,516.0870000,5.9170000,-5.7880000,12.4030000,0.1500000,-0.1500000,11.0480000,,,2,1,0
"TOI-5388.01","b","TOI-5388",,,"TIC 407591297","Gaia DR2 753585104807022080",1,1,0,0,0,0,1,0,0,0,0,0,0,0.024336,,,0.024336,1.894,0.559,-0.559,1.894,4.25000,,,0.169,0.050,-0.050,0.169,0.01340,,,"M-R relationship",,,,,2.59467500,,,,,,,,,,,,,,-1.880,0.094,-0.120,3495.00,,,3495.00,0.31,,,0.31,0.29,,,0.29,,,,,,,,,18.5226000,0.0166500,-0.0166500,12.7280000,0.0640000,-0.0640000,8.3190000,0.0210000,-0.0210000,1,1,0
"NGTS-14 A b","b","NGTS-14 A",,,"TIC 197643976","Gaia DR2 6585082036193768832",2,1,0,1,0,0,1,0,0,0,0,0,0,0.040300,0.007100,-0.007100,0.040300,4.977,0.336,-0.336,4.977,29.24036,3.81396,-3.81396,0.444,0.030,-0.030,0.444,0.09200,0.01200,-0.01200,"Mass",0.000000,,,0.000000,3.53571730,0.00000690,-0.00000690,86.700,1.700,-1.700,"K1 V",5.900,3.000,-3.400,0.100,0.030,-0.030,"[Fe/H]",-0.311,0.011,-0.011,5187.00,11.00,-11.00,5187.00,0.84,0.01,-0.01,0.84,0.90,0.04,-0.04,0.90,1.2000,0.5000,-0.5000,1.2000,,,,,322.1480000,3.6320000,-3.5530000,13.2680000,0.0920000,-0.0920000,11.3050000,0.0270000,-0.0270000,2,1,0
"TOI-1669 c","c","TOI-1669",,,"TIC 428679607","Gaia DR2 569673024645542528",1,2,0,0,0,0,1,0,0,0,0,0,0,0.037600,0.000700,-0.000700,0.037600,2.296,0.102,-0.090,2.296,13.00000,,,0.205,0.009,-0.008,0.205,0.04090,,,"Mass",0.000000,,,0.000000,2.68005350,0.00000620,-0.00000620,,,,,7.700,2.200,-2.100,0.274,0.059,-0.060,"[Fe/H]",-0.036,0.024,-0.024,5497.00,73.00,-72.00,5497.00,1.06,0.02,-0.02,1.06,0.99,0.03,-0.03,0.99,0.6000,1.0000,-1.0000,0.6000,,,,,111.2760000,0.3710000,-0.3680000,10.2180000,0.0040000,-0.0040000,8.4620000,0.0210000,-0.0210000,1,2,0
"NGTS-13 b","b","NGTS-13",,,"TIC 454069765","Gaia DR2 5385076140853434752",1,1,0,1,0,0,1,0,0,0,0,0,0,0.054900,0.001500,-0.002500,0.054900,12.801,0.516,-0.516,12.801,1538.29720,139.84520,-139.84520,1.142,0.046,-0.046,1.142,4.84000,0.44000,-0.44000,"Mass",0.086000,0.034000,-0.034000,0.086000,4.11902700,0.00002300,-0.00002300,88.700,1.200,-1.200,,4.230,2.650,-1.590,0.250,0.170,-0.170,"[Fe/H]",0.517,0.027,-0.029,5819.00,73.00,-73.00,5819.00,1.79,0.06,-0.06,1.79,1.30,0.11,-0.18,1.30,6.2000,1.2000,-1.2000,6.2000,,,,,647.5950000,15.0590000,-14.4020000,12.7440000,0.0570000,-0.0570000,11.1410000,0.0210000,-0.0210000,1,1,0
