index,pl-name,hostname,pl-letter,pl-orbsmax,e_pl_orbsmax,pl-orbeccen,e_pl_orbeccen,pl-rade,e_pl_rade,e_pl_rade,pl-bmassj,e_pl_bmassj,pl-radj,e_pl_rade,e_pl_rade,pl-bmasse,e_pl_bmasse,st-rad,e_st_rad,RoVK,RoM,Ro,e_RoVK,e_RoM,e_Ro,KOI,KIC,TIC,GAIA,r-Prot,sy-dist,e_sy_dist,st-mass,e_st_mass,sy-vmag,e_sy_vmag,sy-kmag,e_sy_kmag,Prot,e_Prot,VK-color,e_VK_color,st-teff,st-lum,e_st_lum,st-age,e_st_age,Tauc,e_Tauc,st-met,e_st_met,st-spectype,rperi,e_rperi,RA,e_RA,RASun,e_RASun,LX,e_LX,ASHC,e_ASHC,mass-class,rad-class,habitable,CHZ,OHZ,size-class,n-size_class
30,EPIC 249893012 c,EPIC 249893012,c,0.13,0.02,0.07,0.08,3.67,0.17,0.17,0.04616,0.00595,0.327,0.17,0.17,14.67,1.89,1.71,0.04,3.4997244910945997,3.281019841437652,3.4997244910945997,1.700064760372673,2.3934688871757777,1.700064760372673,-1,-1,-1,-1,nasa,321.296,4.189,1.05,0.05,11.429,0.022,9.714,0.023,41.0,10.0,1.7149999999999999,0.0318276609256791,5430.0,0.356,0.008,9.0,0.6,11.715207898315601,4.921573910032001,0.2,0.05,G8 IV/V,0.1209,0.021310091506138586,0.10706599648615961,0.11011888045690861,23.022959715868158,23.679437280945134,27.9182598967289,10.248613992445955,1.129210057047652,0.23468697899960517,3,3,0,0,0,3,
31,GJ 3293 d,GJ 3293,d,0.19394,0.00018,0.12,0.13,2.67,,,0.02391,0.0033,0.238,,,7.6,1.05,0.4,0.03,0.7211636974553162,0.7212733014748386,0.7211636974553162,,,,-1,-1,-1,-1,nasa,20.1903,0.0216,0.42,,11.945,0.037,7.486,0.033,41.0,,4.4590000000000005,0.04957822102496216,3466.0,-1.658,0.114,,,56.852556700610116,49.29558972658171,0.02,0.09,M2.5,0.1706672,0.025212697582765713,0.07554100587449782,,16.243976539923636,,29.111899896728904,,2.2592656534590336,,2,3,1,100,100,2,
32,GJ 720 A b,GJ 720 A,b,0.119,0.002,0.12,0.06,3.77,,,0.04292,0.00249,0.336,,,13.64,0.79,0.56,0.06,0.9493039086950229,0.9576047002205356,0.9493039086950229,0.7107429835952865,0.35562631527932076,0.7107429835952865,-1,-1,-1,-1,nasa,15.5575,0.0061,0.57,0.06,9.84,0.1,6.082,0.016,36.05,1.44,3.758,0.10127191120937731,3837.0,-1.217,0.096,,,37.97519389713327,28.391499942426556,-0.14,0.09,M0.5 V,0.10472,0.007353720146973231,0.08026754335115681,0.16639104050167536,17.26034854870355,35.77993338946476,28.904193639264765,16.35336344908841,1.3046369133519866,0.23562047724861937,3,3,0,0,0,3,
33,HD 215152 d,HD 215152,d,0.08799,0.00116,0.0,,1.48,,,0.00881,0.0029,0.132,,,2.801,0.923,0.73,0.02,2.5089920799716787,1.8384435124937677,2.5089920799716787,,,,-1,-1,-1,-1,nasa,21.5974,0.0488,0.77,0.01,8.11,0.03,5.775,0.026,42.0,,2.334999999999999,0.039698866482558416,4935.0,-0.523,0.001,,,16.73978978860471,8.56637827460845,-0.1,0.04,K3 V,0.08799,0.00116,0.0994805851576535,,21.39182914989933,,28.169750042128896,,0.884494194123973,,1,1,0,0,0,1,
34,55 Cnc c,55 Cnc,c,0.2373,0.0013,0.03,0.02,8.51,,,0.1714,0.0055,0.76,,,54.4738,1.748,0.94,0.01,2.9165654420247304,2.32873851265091,2.9165654420247304,1.3176733714548912,1.3165936762777635,1.3176733714548912,-1,-1,-1,-1,nasa,12.5855,0.0124,0.91,0.02,5.95084,0.023,4.015,0.036,38.8,0.05,1.9358400000000007,0.04272001872658766,5172.0,-0.197,0.012,10.2,2.5,13.30331884240676,6.010274081024738,0.35,0.1,G8V,0.230181,0.004910665637161626,0.10284248567391745,0.10225442547769449,22.114756154690312,21.988302503181107,28.056002004887322,9.578604431814316,2.2381897762548704,0.23379286785245734,3,3,0,0,0,3,
35,55 Cnc e,55 Cnc,e,0.01544,5e-05,0.05,0.03,1.875,0.029,0.029,0.02514,0.00104,0.167,0.029,0.029,7.99,0.33,0.94,0.01,2.9165654420247304,2.32873851265091,2.9165654420247304,1.3176733714548912,1.3165936762777635,1.3176733714548912,-1,-1,-1,-1,nasa,12.5855,0.0124,0.91,0.02,5.95084,0.023,4.015,0.036,38.8,0.05,1.9358400000000007,0.04272001872658766,5172.0,-0.197,0.012,10.2,2.5,13.30331884240676,6.010274081024738,0.35,0.1,G8 V,0.014668,0.0004656291335386994,0.10284248567391745,0.10225442547769449,22.114756154690312,21.988302503181107,28.056002004887322,9.578604431814316,0.14262587979940325,0.015270752740663826,2,2,0,0,0,2,
36,TOI-837 b,TOI-837,b,0.0888,0.0029,0.0,,9.169,0.381,0.381,0.379,0.061,0.818,0.381,0.381,120.45697,19.38753,1.05,0.01,0.2554209108659901,0.2817607205929562,0.2554209108659901,0.10681777418871248,0.21496823652158376,0.10681777418871248,-1,-1,-1,-1,nasa,142.488,0.461,1.14,0.01,10.635,0.007,8.933,0.026,2.97,0.01,1.702,0.026925824035672518,5995.0,0.127,0.041,0.035,0.007,11.62786551003355,4.862649858493498,0.01,0.04,F9/G0,0.0888,0.0029,0.060069098174026204,0.09558622073225403,12.916971520532298,20.55440365322007,29.896252585609293,9.45123607204788,1.4782975389898063,0.14932450352620547,3,3,0,0,0,3,
37,V1298 Tau c,V1298 Tau,c,0.0825,0.0013,0.43,,5.59,0.36,0.36,0.24,,0.499,0.36,0.36,76.27882,,1.34,0.06,0.20541487838133765,0.25280280985296855,0.20541487838133765,0.09528299834994312,0.18495347268171117,0.09528299834994312,-1,-1,-1,-1,nasa,108.199,0.704,1.1,0.05,10.115,0.009,8.094,0.021,2.87,0.02,2.021000000000001,0.022847319317591725,5050.0,-0.02,0.019,0.023,0.004,13.97172406699799,6.480141703929067,0.1,0.15,K1,0.047025000000000004,0.000741,0.05724769573408977,0.10555323311575039,12.310270636509745,22.69766231725781,30.060899307104098,10.540725594242897,0.821430441819471,0.08766547288290717,3,3,0,0,0,3,
38,TOI-1181 b,TOI-1181,b,0.0364,0.007,0.011,0.008,17.026,0.661,0.661,1.179,0.023,1.519,0.661,0.661,374.71969,7.31005,1.96,0.03,0.9099536107029563,,0.9099536107029563,0.3699322882077324,,0.3699322882077324,-1,-1,-1,-1,nasa,302.819,3.542,1.47,0.02,10.582,0.006,9.22,0.015,8.7,1.4,1.362,0.016155494421403512,6054.0,0.642,0.022,2.7,0.2,9.560926950198137,3.5694341070298363,0.38,0.06,F9 IV,0.0359996,0.006929121621100326,0.07952072644976353,0.09176416619471817,17.099756614754384,19.732527328920277,28.936185307864847,8.889930763368863,0.4527071319292135,0.09653213171561664,3,3,0,0,0,3,
39,GJ 357 b,GJ 357,b,0.036,0.0004,,,1.2,0.06,0.06,0.00579,0.00098,0.107,0.06,0.06,1.84,0.31,0.34,0.02,1.3874891541943106,1.084285367520814,1.3874891541943106,1.1999209804051723,0.24190276564008528,1.1999209804051723,-1,-1,-1,-1,nasa,9.44181,0.00511,0.34,0.01,10.91,0.1,6.475,0.017,77.8,2.1,4.4350000000000005,0.10143470806385751,3505.0,-1.798,0.01,,,56.072510379497004,48.468704215328856,-0.12,0.16,M2.5 V,0.036,0.0004,0.08728370702314599,0.19182022562377096,18.769070821708553,41.248103713261656,28.617399308659184,18.70197705188585,0.41244811005166726,0.07924850557284509,1,1,0,0,0,1,
40,Kepler-1979 b,Kepler-1979,b,0.1383,,0.0,,29.33,8.82,8.82,250.0,,0.386,8.82,8.82,79500.0,,0.94,0.28,1.402574647599595,1.3845128295992077,1.402574647599595,,0.9952817304006767,,2150,-1,-1,-1,mcq13,1076.27,36.16,1.03,0.14,15.484,0.15,13.611,,17.996,0.148,1.8729999999999993,,5942.0,-0.094,,0.4,2.9,12.830689639798388,,-0.06,0.3,,0.1383,0.0,0.08749236281714037,,18.81393916550841,,28.6092275944025,,1.580709396190933,,3,3,0,0,0,3,
42,HAT-P-11 c,HAT-P-11,c,4.13,0.29,0.601,0.032,13.3,,,2.3,0.7,1.19,,,731.009,222.481,0.68,0.01,1.6468711003314511,1.4158544447543804,1.6468711003314511,0.8724419980567824,0.6982641733710977,0.8724419980567824,3,-1,-1,-1,mcq13,37.7647,0.0337,0.81,0.03,9.46,0.03,7.009,0.02,29.472,0.134,2.4510000000000005,0.03605551275463989,4780.0,-0.564,0.001,6.5,5.9,17.895753950669505,9.480057234817592,0.31,0.05,K4,1.64787,0.1756561120485137,0.09064990001677636,0.11841587781422512,19.49292086029861,25.463583902555815,28.48789108860209,11.404365835065844,18.17839842840458,2.8963041843677524,3,3,0,0,0,3,
43,TOI-5398 c,TOI-5398,c,0.057,0.003,0.14,,3.52,0.19,0.19,0.03713,0.0151,0.314,0.19,0.19,11.8,4.8,1.05,0.01,0.7748115033604921,0.70912216435676,0.7748115033604921,0.2878138456747334,0.5477579612742802,0.2878138456747334,-1,-1,-1,-1,nasa,130.855,0.686,1.15,0.01,10.059,0.005,8.713,0.018,7.34,0.05,1.346,0.018681541692269404,6000.0,0.117,0.016,0.65,0.15,9.473271845042497,3.5183787201959498,0.09,0.06,G V,0.04902,0.00258,0.07674734808880121,0.08434590752703525,16.503382598943023,18.137340471531513,29.05767766316728,8.157312978144784,0.6387191378037058,0.06350138864240416,3,3,0,0,0,3,
44,GJ 3138 d,GJ 3138,d,0.698,0.019,0.32,0.21,3.23,,,0.03304,0.00724,0.288,,,10.5,2.3,0.5,0.03,1.2388363217244602,1.496390457556728,1.2388363217244602,,,,-1,-1,-1,-1,nasa,28.4712,0.03505,0.68,,10.8275,0.0459,7.246,,42.5,,3.5815,,3717.0,-1.347,0.073,,,34.30638838619132,,-0.3,0.12,M0,0.47463999999999995,0.14714830206291882,0.0851268108734989,,18.305262191570264,,28.7030345691337,,5.575681681595354,,3,3,0,0,0,3,
45,HD 134060 c,HD 134060,c,2.3928,0.0951,0.11,0.13,5.91,,,0.0922,0.0139,0.527,,,29.29,4.43,1.16,0.02,2.281538680249888,1.9880020871589095,2.281538680249888,0.9253713520252537,,0.9253713520252537,-1,-1,-1,-1,nasa,24.0125,0.0204,1.09,,6.29,0.03,4.836,0.026,23.0,2.9,1.4539999999999997,0.039698866482558416,5966.0,0.158,0.006,5.6,1.32,10.080916093642953,3.8861384547350277,0.14,0.01,G3 IV,2.1295919999999997,0.3223733432171463,0.09741494598519389,0.09177343757188705,20.947643983592073,19.734521001515457,28.241562372750632,8.655901309743474,21.86103968403038,3.8699386448516155,3,3,0,0,0,3,
46,TOI-2134 b,TOI-2134,b,0.078,0.0009,0.06,0.04,2.69,0.16,0.16,0.02873,0.00245,0.24,0.16,0.16,9.13,0.78,0.71,0.02,2.042564541331656,1.8660350132065247,2.042564541331656,1.2344679833119223,0.8611975118010133,1.2344679833119223,-1,-1,-1,-1,nasa,22.6202,0.016,0.74,0.03,8.933,0.003,6.091,0.017,45.78,5.56,2.8419999999999996,0.01726267650163207,4580.0,-0.717,0.018,3.8,5.5,22.41300045782328,13.269458210683027,0.12,0.02,K5 V,0.07332,0.0032326639169576537,0.09506391634157042,0.13483589502715554,20.442089815579898,28.994465856062195,28.32517293571221,12.936308180733473,0.7712705600783034,0.10941344525774789,2,3,0,0,0,2,
47,Kepler-30 d,Kepler-30,d,0.5,,0.022,0.005,8.8,0.5,0.5,0.073,0.008,0.785,0.5,0.5,23.1,2.7,0.95,0.12,1.0665434249582149,1.1360502528968803,1.0665434249582149,0.5288107808193866,0.7380695523983105,0.5288107808193866,806,-1,-1,-1,mcq13,914.221,27.0815,0.99,0.08,15.726,0.195,13.581,0.048,16.004,0.017,2.1450000000000014,0.20082081565415474,5498.0,-0.237,,2.0,0.8,15.0054837201092,7.43996274935999,0.18,0.27,,0.489,0.0025,0.08235814384330033,0.11104142419222968,17.709901277788887,23.877816672642748,28.816196143111135,10.796930249152107,5.937482041003759,0.6600048866954896,3,3,0,0,0,3,
48,G 264-012 c,G 264-012,c,0.0525,0.0014,,,1.76,,,0.0118,0.00151,0.157,,,3.75,0.48,0.3,0.01,1.2217996601648722,1.2362320536249591,1.2217996601648722,1.197603250669057,0.27262457769958465,1.197603250669057,-1,-1,-1,-1,nasa,16.009,0.0104,0.3,0.02,13.078,0.052,7.986,0.02,100.0,6.0,5.092,0.05571355310873648,3326.0,-1.972,0.005,,,81.84647881347895,80.07515733201666,0.1,0.19,M4.0 V,0.0525,0.0014,0.08486692915791318,0.2172011139038767,18.24937847063937,46.705888515193266,28.713498807421242,21.26835252224999,0.6186155257522333,0.13537285968273247,2,2,0,0,0,2,
49,HD 23127 b,HD 23127,b,2.37,0.032,0.406,0.09,13.5,,,1.527,0.038,1.21,,,485.32641,12.07754,1.49,0.1,3.200839809971509,3.545217952761493,3.200839809971509,,,,-1,-1,-1,-1,nasa,93.8555,0.2059,1.21,0.04,8.58,0.03,7.087,0.018,33.0,,1.4930000000000003,0.034985711369071804,5843.0,0.452,0.002,4.508,0.788,10.309794291234379,4.024642471839216,0.29,0.03,G2 V,1.40778,0.2141452639308187,0.10497627685569191,,22.573596403063835,,27.985719552033718,,13.410458459440676,,3,3,1,38,48,3,
50,HD 233832 b,HD 233832,b,2.827,0.045,0.359,0.046,13.5,,,1.78,0.08,1.2,,,565.7374,25.4264,0.68,0.03,2.744946325603322,1.5542213007780046,2.744946325603322,,,,-1,-1,-1,-1,nasa,58.742,0.2626,0.71,0.02,10.15,0.03,8.013,0.02,41.0,,2.1370000000000005,0.03605551275463989,4981.0,-0.523,0.015,5.417,4.165,14.936539784976835,7.190332862516741,-0.66,0.1,G0,1.812107,0.1332026868685463,0.10147455685968931,,21.82060328620026,,28.101829896728905,,17.857747361297992,,3,3,0,0,0,3,
51,HD 238090 b,HD 238090,b,0.0932,0.0011,0.3,0.17,2.52,,,0.02168,0.00299,0.225,,,6.89,0.95,0.57,0.02,2.70817343741721,2.6371963991514944,2.70817343741721,1.9781341096814022,0.91089677442429,1.9781341096814022,-1,-1,-1,-1,nasa,15.2354,0.00625,0.58,0.02,9.71,0.1,6.059,0.017,96.7,3.7,3.6510000000000007,0.10143470806385751,3933.0,-1.154,0.009,,,35.7067234557263,26.045492604071164,-0.03,0.16,M0.0 V,0.06524,0.015862699518051773,0.10117281954425242,0.16272326239376148,21.755719137300794,34.991231930583176,28.11202174251682,15.516963343577222,0.6448372230198092,0.18866063006970113,2,3,0,0,0,2,
52,TOI-1227 b,TOI-1227,b,0.0886,0.0057,,,9.572,0.751,0.751,0.209,,0.854,0.751,0.751,66.5,,0.56,0.03,0.012292557522217305,0.013706710787172912,0.012292557522217305,0.016072248002122574,0.0023890680633928602,0.016072248002122574,-1,-1,360156606,-1,mar20,100.641,0.573,0.17,0.02,16.999,1.133,11.034,0.021,1.663,0.028,5.964999999999998,1.1331945993517618,3072.0,-2.6,0.03,0.011,0.002,135.28511027866492,176.86763287885,,,M4.5V-M5V,0.0886,0.0057,0.030741276451729884,0.2900996834505083,6.610457032023561,62.381648187718895,32.18890129377928,31.81070591701732,2.8821184487612346,0.8564146029782064,3,3,1,100,100,3,
53,DMPP-3 A b,DMPP-3 A,b,0.0662,0.0013,0.14,0.091,1.41,,,0.00812,0.00182,0.126,,,2.58,0.58,0.91,0.02,1.5747314226195626,1.1989953356541638,1.5747314226195626,,1.1176681027937696,,-1,-1,-1,-1,nasa,45.23,1.72,0.87,0.05,9.066,,7.061,,21.8,16.5,2.005000000000001,,5138.0,-0.293,0.003,10.9,4.7,13.843630530808705,,0.18,0.09,K0 V,0.056931999999999996,0.006127063704581502,0.0897577756827621,,19.301082711141596,,28.52173950854923,,0.6342848802450186,,1,1,0,0,0,1,
54,HD 13808 b,HD 13808,b,0.10519,0.0011,0.071,0.047,3.35,,,0.03524,0.00378,0.299,,,11.2,1.2,0.78,0.02,2.651265589467954,1.706688394098381,2.651265589467954,1.2661037043979686,0.7894078367197441,1.2661037043979686,-1,-1,-1,-1,nasa,28.2305,0.0258,0.77,0.02,8.36,0.03,6.25,0.024,38.99,0.47,2.1099999999999994,0.03841874542459709,5035.0,-0.435,0.001,7.2,4.8,14.706184154045603,7.020655127097899,-0.21,0.02,K2 V,0.09772151000000001,0.005048437724177649,0.10069951113454605,0.10759364221783121,21.653941161029305,23.136422129923172,28.128070178194147,10.150638765566772,0.9704268560890322,0.1158240136617999,3,3,0,0,0,3,
55,HD 4208 b,HD 4208,b,1.662,0.015,0.042,0.039,13.9,,,0.81,0.015,1.24,,,257.4423,4.76745,0.85,0.03,2.2539278440148927,1.4056461540398728,2.2539278440148927,,,,-1,-1,-1,-1,nasa,34.1937,0.0681,0.88,0.02,7.783,0.019,6.163,0.021,25.0,,1.62,0.02831960451701259,5717.0,-0.1,0.001,3.813,2.97,11.091748152624008,4.514554326592291,-0.28,0.02,G7 V Fe-1 CH-0.5,1.592196,0.06639179184206434,0.09715340848228861,,20.891404210076722,,28.250763192331895,,16.38847287885183,,3,3,0,0,0,3,
56,nu Oct A b,nu Oct A,b,1.25,0.05,0.11,0.02,13.3,,,2.4,0.3,1.18,,,762.78818,95.34852,5.81,0.12,8.672175051074937,,8.672175051074937,5.096190976356753,,5.096190976356753,-1,-1,-1,-1,nasa,21.1999,1.30061,1.61,0.15,3.73,0.03,1.458,0.306,140.0,35.0,2.2720000000000002,0.30746707140765495,4860.0,1.23,,2.8,0.3,16.143585568264868,8.585455722416471,0.18,0.04,K1 IIIb-IV,1.1125,0.05104164965986112,0.13081801595486348,0.13737509095972916,28.1304803605686,29.540482402724567,27.23253602534111,12.094444974291296,8.504180344577685,1.231694890656366,3,3,0,0,0,3,
57,HD 134606 f,HD 134606,f,0.1784,0.0041,0.081,0.1,2.24,,,0.01771,0.00227,0.2,,,5.63,0.72,1.16,0.04,3.6517353059030127,3.3610447156190584,3.6517353059030127,1.5561897081430256,2.353836750812936,1.5561897081430256,-1,-1,-1,-1,nasa,26.7909,0.0205,1.05,0.07,6.86,0.03,5.177,0.026,42.0,3.9,1.6830000000000007,0.039698866482558416,5576.0,0.065,0.026,7.3,3.6,11.501381256222816,4.78355160914512,0.343,0.084,G5IV,0.1639496,0.018233558906861822,0.1080758677440229,0.0975125982657771,23.24011760026711,20.968642662872295,27.886130042128897,8.980535606167772,1.516986200733671,0.22437735149996488,2,2,0,0,0,2,
58,HD 181433 b,HD 181433,b,0.08,0.0,0.4,0.06,2.4,,,0.02,0.0,0.214,,,6.3566,0.0,0.79,0.01,3.2801504194633497,1.6763116366728172,3.2801504194633497,,,,-1,-1,-1,-1,nasa,26.8762,0.0225,0.63,0.07,8.4,0.03,6.094,0.023,54.0,,2.306,0.037802116342871596,4918.0,-0.456,0.016,6.7,1.8,16.46265966328297,8.349988050330122,0.38,,K3 IV,0.048,0.0048,0.10554513750463759,,22.695921475770856,,27.96722366532928,,0.4547817278450266,,2,2,0,0,0,2,
59,WASP-47 c,WASP-47,c,1.393,0.014,0.264,0.012,,,,1.40642,0.06922,,,,447.0,22.0,1.16,0.01,2.6191151579405196,2.5458838964248756,2.6191151579405196,1.1508101142977316,1.795239923872662,1.1508101142977316,-1,-1,-1,-1,nasa,264.78,4.888,1.06,0.05,11.936,0.046,10.192,0.026,31.2,3.5,1.7439999999999998,0.05283937925449162,5576.0,0.024,0.01,6.5,2.6,11.91242008027375,5.060723062215379,0.38,0.05,,1.025248,0.019636625779394994,0.10042860315902206,0.0993242367071616,21.595686405907287,21.358208727025122,28.137289813829153,9.34262945176112,10.208725081803511,1.0326539617614225,3,-1,1,84,100,3,
60,HD 125612 b,HD 125612,b,1.349,0.059,0.446,0.011,13.2,,,2.974,0.258,1.17,,,945.22168,81.99973,1.07,0.02,1.0308353401709835,0.8402611789047646,1.0308353401709835,,,,-1,-1,-1,-1,nasa,57.6207,0.1644,1.05,0.13,8.31,0.03,6.838,0.026,10.5,,1.4720000000000004,0.039698866482558416,5900.0,0.06,0.06,1.77,1.24,10.18591388054117,3.9501547267932553,0.23,0.014,G3 V,0.7473460000000001,0.03589666442721384,0.08174121430873087,,17.57723970186307,,28.84192942703955,,9.14282967680571,,3,3,1,44,65,3,
61,K2-3 c,K2-3,c,0.1357,0.0023,0.048,0.073,1.582,0.057,0.057,0.00843,0.00267,0.141,0.057,0.057,2.68,0.85,0.55,0.02,1.169367723405567,1.0254774207209034,1.169367723405567,0.8425438298435329,0.3422119498014695,0.8425438298435329,-1,-1,-1,-1,nasa,44.0727,0.10815,0.55,0.03,12.168,0.009,8.561,0.023,40.71,1.36,3.6069999999999993,0.024698178070456937,3844.0,-1.231,0.014,6.9,4.7,34.813685366173495,25.056711934099575,-0.157,0.08,M V,0.12918639999999998,0.01014520405758307,0.08404898850803101,0.16014776483124724,18.07349242604778,34.43740925507343,28.74664388928109,15.651819975096153,1.5370369387331297,0.2741554576237769,1,1,0,0,0,1,
62,Kepler-100 e,Kepler-100,e,0.312392,,0.026437,0.127095,5.27,,,0.07596,0.01048,0.47,,,24.14272,3.33215,1.51,0.01,2.728861519639335,2.2010580531728143,2.728861519639335,1.0223281983347583,1.6132809040785772,1.0223281983347583,41,-1,-1,-1,mcq13,304.645,1.763,1.1,0.03,11.055,0.011,9.768,0.014,24.988,2.192,1.286999999999999,0.017804493814764857,5884.0,0.4,0.005,6.92,1.2,9.156932229856276,3.3351419565818787,0.07,0.079,,0.304133292696,0.03970346124,0.101342964096393,0.08552158473846912,21.792306207877523,18.390152475025126,28.106271002164508,7.957064821872934,3.0010301692648507,0.468355590159296,3,3,0,0,0,3,
63,Kepler-102 d,Kepler-102,d,0.08618,0.00076,0.092,,1.154,0.058,0.058,0.00944,0.00409,0.103,0.058,0.058,3.0,1.3,0.72,0.02,1.2710839759268922,1.2474531493034209,1.2710839759268922,0.7278444586526431,0.6029980259046457,0.7278444586526431,82,-1,-1,-1,mcq13,107.796,0.22,0.8,0.02,12.072,0.027,9.351,0.011,26.572,0.153,2.7209999999999983,0.0291547594742265,4909.0,-0.584,0.016,1.1,3.6,20.904991726155092,11.969951168035008,0.11,0.04,,0.07825144,0.00069008,0.08561119533774626,0.12774778257616648,18.409421909626047,27.47027206180035,28.68361562326229,12.411797713803193,0.9140327931561854,0.11704355458372465,2,1,0,0,0,2,
64,GJ 411 b,GJ 411,b,0.07879,0.00056,0.063,0.061,1.45,,,0.00846,0.0006,0.129,,,2.69,0.19,0.37,0.01,1.2947237037536594,0.9063085959741518,1.2947237037536594,1.0523758258636433,0.22024810209098702,1.0523758258636433,-1,-1,-1,-1,nasa,5.675773,0.0059099,0.39,0.01,7.49,0.1,3.501,0.352,56.16,0.27,3.9890000000000003,0.3659289548532611,3719.0,-1.71,0.03,8.047,4.523,43.37604991488229,35.25625406357925,-0.362,0.087,M1.5 V,0.07382623,0.004834748534774069,0.08596023445429585,0.18039697695552778,18.48447761156053,38.791702964707426,28.6696906549494,17.60968679710177,0.8588416547334179,0.16482551195700545,1,1,0,0,0,1,
65,HD 221585 b,HD 221585,b,2.306,0.081,0.123,0.069,13.5,,,1.61,0.14,1.21,,,511.7063,44.4962,1.85,0.04,2.9069946567324103,3.4550412236698516,2.9069946567324103,1.3597335692405441,2.9892827786589526,1.3597335692405441,-1,-1,-1,-1,nasa,55.8535,0.1017,1.19,0.12,7.457,0.017,5.781,0.029,33.3,7.2,1.6760000000000002,0.033615472627943226,5620.0,0.422,0.031,6.2,0.5,11.45512941445536,4.751274621617635,0.29,0.02,G8 IV,2.022362,0.17425131381140288,0.10276787457324413,0.10568591230318419,22.09871214051649,22.726193015029978,28.058485841120245,9.91776186648583,19.678931849063726,2.6833758770172165,3,3,1,100,100,3,
66,HD 238914 b,HD 238914,b,5.7,0.9,0.56,0.07,12.8,,,6.0,2.7,1.14,,,1906.98,858.141,12.73,3.89,14.41062687210468,,14.41062687210468,10.547817585912933,,10.547817585912933,-1,-1,-1,-1,nasa,519.452,8.2395,1.47,0.47,8.770001,0.03,6.325,0.034,257.0,130.0,2.4450010000000004,0.045343136195018535,4769.0,1.85,0.19,,,17.834061091227532,9.434808628437283,-0.25,0.09,K7,2.5079999999999996,0.5621538935202709,0.14634101613966102,0.17304921724050623,31.468472063379746,37.21167586485516,26.84877060782479,14.852199488732554,17.1380523803831,4.853026109331315,3,3,1,27,57,3,
67,HD 73267 c,HD 73267,c,12.688,0.812,0.089,0.023,12.8,,,5.131,0.912,1.15,,,1630.77756,289.85951,0.96,0.03,3.419546041793603,2.6937014222279765,3.419546041793603,,,,-1,-1,-1,-1,nasa,50.4093,0.0729,0.93,0.12,8.9,0.03,7.062,0.023,43.0,,1.838,0.037802116342871596,5317.0,-0.175,0.001,8.14,3.505,12.57476854367659,5.50211772577444,0.03,0.02,K0 V,11.558768,0.7952136057689155,0.10651950089525057,,22.905443918254257,,27.93577369471276,,108.51316334430344,,3,3,0,0,0,3,
68,HD 20781 b,HD 20781,b,0.0529,0.0027,0.1,0.11,1.21,,,0.0061,0.0012,0.108,,,1.93,0.39,0.83,0.02,3.5358664480925612,1.73119445773723,3.5358664480925612,1.6267341507180635,,1.6267341507180635,-1,-1,-1,-1,nasa,35.9715,0.0527,0.7,,8.48,0.03,6.553,0.023,46.8,4.4,1.9270000000000005,0.037802116342871596,5256.0,-0.31,0.037,,,13.235794023059459,5.960842186985211,-0.11,0.02,K0 V,0.047610000000000006,0.006306001982238827,0.10730915429983198,0.10463595161525642,23.075247208933252,22.500414491364612,27.910496023072266,9.7036522286606,0.4436713746431468,0.0748898417563609,1,1,0,0,0,1,
69,HD 31527 b,HD 31527,b,0.1254,0.0045,0.1,0.05,3.22,,,0.0329,0.0028,0.288,,,10.47,0.89,1.07,0.02,2.0288317743399396,1.3545655864940924,2.0288317743399396,0.8306339365457934,,0.8306339365457934,-1,-1,-1,-1,nasa,38.4473,0.0408,0.96,,7.49,0.03,6.049,0.018,20.3,2.9,1.4409999999999998,0.034985711369071804,5898.0,0.079,0.011,,,10.005758119893606,3.839035953734546,-0.17,0.01,G2 V,0.11286000000000002,0.007464274914551313,0.09492242245325369,0.09243126683456379,20.411663646696496,19.875977459322613,28.330270701452253,8.764926115561286,1.188970920496472,0.13513377178070318,3,3,0,0,0,3,
72,Kepler-334 b,Kepler-334,b,0.061,,0.0,,1.12,0.21,0.21,0.00459,,0.1,0.21,0.21,1.46,,1.07,0.19,1.6819606943994034,1.2575980132209863,1.6819606943994034,0.6447243204021836,0.8245145246668131,0.6447243204021836,1909,-1,-1,-1,mcq13,426.59,4.496,1.02,0.02,12.834,0.069,11.409,0.013,16.675,0.115,1.424999999999999,0.07021395872616784,5828.0,0.056,0.016,1.6,1.7,9.91402477806078,3.7996002513633047,-0.012,0.013,,0.061,0.0,0.0910728706486954,0.08663451628487247,19.583874441634084,18.629471950865202,28.4719592413171,8.247257220345022,0.6697933156768657,0.05802721991450615,1,1,0,0,0,1,
73,Kepler-134 c,Kepler-134,c,0.092,,0.0,,1.26,0.25,0.25,0.00669,,0.112,0.25,0.25,2.13,,1.18,0.23,1.6394664801939463,1.0489542374230114,1.6394664801939463,0.6323076869455986,0.6417017928343541,0.6323076869455986,295,-1,-1,-1,mcq13,334.797,2.404,0.96,0.02,12.318,0.057,10.951,0.019,15.72,1.388,1.366999999999999,0.06008327554319921,5983.0,0.061,0.017,3.55,1.76,9.58848515044989,3.5998627024448773,-0.207,0.013,,0.092,0.0,0.0905597487782773,0.0871304885501181,19.47353516922565,18.73612345421542,28.491296384857346,8.303713418288153,1.0159038782809453,0.08851620123457847,1,1,0,0,0,1,
